thisRow.t,notes,instructions.started,text.started,end_task.started,instructions.stopped,end_task.keys,end_task.rt,end_task.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012301000009756535,0.029082900029607117,0.029082900029607117,3.831621300021652,space,3.7809630999690853,None,559075,001,2024-11-12_13h54.28.229,untitled,2024.2.3,61.593687396322814,2024-11-12 13h54.33.850757 -0500,
